student_id,school_year,assessment,subject,score,school,grade_num,source_file,year_confidence,year_confidence_reason
2018534,2022-23,CAASPP,ELA,2464.0,Berkeley Arts Magnet Elementary School,5,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2018621,2022-23,CAASPP,ELA,2451.0,Berkeley Arts Magnet Elementary School,5,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2018780,2022-23,CAASPP,ELA,2412.0,Berkeley Arts Magnet Elementary School,4,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2016365,2022-23,CAASPP,ELA,2262.0,Malcolm X Elementary School,4,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2016833,2022-23,CAASPP,ELA,2308.0,Malcolm X Elementary School,5,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2017965,2022-23,CAASPP,ELA,2355.0,Malcolm X Elementary School,4,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2017966,2022-23,CAASPP,ELA,2500.0,Malcolm X Elementary School,4,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2018559,2022-23,CAASPP,ELA,2498.0,Rosa Parks Elementary School,5,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2007801,2022-23,CAASPP,Math,2381.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2009146,2022-23,CAASPP,Math,2432.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2009815,2022-23,CAASPP,Math,2425.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2010008,2022-23,CAASPP,Math,2507.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2010013,2022-23,CAASPP,Math,2586.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2010038,2022-23,CAASPP,Math,2493.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2010721,2022-23,CAASPP,Math,2375.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2010886,2022-23,CAASPP,Math,2477.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2010956,2022-23,CAASPP,Math,2394.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011010,2022-23,CAASPP,Math,2533.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011093,2022-23,CAASPP,Math,2480.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011122,2022-23,CAASPP,Math,2394.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011129,2022-23,CAASPP,Math,2353.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011162,2022-23,CAASPP,Math,2537.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011242,2022-23,CAASPP,Math,2514.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011321,2022-23,CAASPP,Math,2562.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011339,2022-23,CAASPP,Math,2575.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011410,2022-23,CAASPP,Math,2563.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011411,2022-23,CAASPP,Math,2532.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011435,2022-23,CAASPP,Math,2507.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011542,2022-23,CAASPP,Math,2453.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011578,2022-23,CAASPP,Math,2449.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011706,2022-23,CAASPP,Math,2435.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011750,2022-23,CAASPP,Math,2615.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011751,2022-23,CAASPP,Math,2412.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011767,2022-23,CAASPP,Math,2561.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011768,2022-23,CAASPP,Math,2406.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011779,2022-23,CAASPP,Math,2410.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011806,2022-23,CAASPP,Math,2327.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011858,2022-23,CAASPP,Math,2559.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011859,2022-23,CAASPP,Math,2432.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011889,2022-23,CAASPP,Math,2529.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011896,2022-23,CAASPP,Math,2331.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011949,2022-23,CAASPP,Math,2250.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011977,2022-23,CAASPP,Math,2461.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2012036,2022-23,CAASPP,Math,2734.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2012274,2022-23,CAASPP,Math,2383.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2012356,2022-23,CAASPP,Math,2496.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2012520,2022-23,CAASPP,Math,2462.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2012590,2022-23,CAASPP,Math,2362.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2012600,2022-23,CAASPP,Math,2534.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2012619,2022-23,CAASPP,Math,2466.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2012650,2022-23,CAASPP,Math,2620.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2012736,2022-23,CAASPP,Math,2243.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2012746,2022-23,CAASPP,Math,2415.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2012800,2022-23,CAASPP,Math,2521.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2012854,2022-23,CAASPP,Math,2391.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2012941,2022-23,CAASPP,Math,2414.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2012980,2022-23,CAASPP,Math,2649.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2013074,2022-23,CAASPP,Math,2428.0,Longfellow Arts and Technology Middle,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2013113,2022-23,CAASPP,Math,2449.0,Longfellow Arts and Technology Middle,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2013224,2022-23,CAASPP,Math,2431.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2013231,2022-23,CAASPP,Math,2441.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2013239,2022-23,CAASPP,Math,2342.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2013295,2022-23,CAASPP,Math,2470.0,Longfellow Arts and Technology Middle,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2013394,2022-23,CAASPP,Math,2332.0,Longfellow Arts and Technology Middle,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2013474,2022-23,CAASPP,Math,2410.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2013545,2022-23,CAASPP,Math,2473.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2013546,2022-23,CAASPP,Math,2501.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2013610,2022-23,CAASPP,Math,2370.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2014175,2022-23,CAASPP,Math,2462.0,Longfellow Arts and Technology Middle,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2014279,2022-23,CAASPP,Math,2442.0,Longfellow Arts and Technology Middle,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2014299,2022-23,CAASPP,Math,547.0,Longfellow Arts and Technology Middle,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2014307,2022-23,CAASPP,Math,2422.0,Longfellow Arts and Technology Middle,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2014546,2022-23,CAASPP,Math,2345.0,Longfellow Arts and Technology Middle,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2014756,2022-23,CAASPP,Math,2615.0,Longfellow Arts and Technology Middle,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2014925,2022-23,CAASPP,Math,2334.0,Longfellow Arts and Technology Middle,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2014971,2022-23,CAASPP,Math,2314.0,Longfellow Arts and Technology Middle,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2015041,2022-23,CAASPP,Math,2549.0,Longfellow Arts and Technology Middle,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2015044,2022-23,CAASPP,Math,2407.0,Longfellow Arts and Technology Middle,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2015442,2022-23,CAASPP,Math,2490.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2015450,2022-23,CAASPP,Math,2482.0,Longfellow Arts and Technology Middle,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2015452,2022-23,CAASPP,Math,2510.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2015528,2022-23,CAASPP,Math,2362.0,Longfellow Arts and Technology Middle,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2015560,2022-23,CAASPP,Math,2615.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2015561,2022-23,CAASPP,Math,2596.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2016402,2022-23,CAASPP,Math,2412.0,Longfellow Arts and Technology Middle,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2016463,2022-23,CAASPP,Math,2406.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2016502,2022-23,CAASPP,Math,2519.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2018515,2022-23,CAASPP,Math,2524.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2018460,2022-23,CAASPP,Math,2373.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2018582,2022-23,CAASPP,Math,2357.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2010731,2022-23,CAASPP,Math,2533.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2018731,2022-23,CAASPP,Math,2586.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2018773,2022-23,CAASPP,Math,2461.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2018858,2022-23,CAASPP,Math,2494.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2018933,2022-23,CAASPP,Math,2344.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2020510,2022-23,CAASPP,Math,2549.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2020528,2022-23,CAASPP,Math,2464.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2020556,2022-23,CAASPP,Math,2321.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2021074,2022-23,CAASPP,Math,2482.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2021072,2022-23,CAASPP,Math,2504.0,Longfellow Arts and Technology Middle,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2021281,2022-23,CAASPP,Math,2483.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2016395,2022-23,CAASPP,Math,2586.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2022369,2022-23,CAASPP,Math,2496.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2022466,2022-23,CAASPP,Math,2463.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2020708,2022-23,CAASPP,Math,2508.0,Longfellow Arts and Technology Middle,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2022589,2022-23,CAASPP,Math,2235.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2022452,2022-23,CAASPP,Math,2545.0,Longfellow Arts and Technology Middle,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2009098,2022-23,CAASPP,Math,2408.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2009121,2022-23,CAASPP,Math,2383.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2009813,2022-23,CAASPP,Math,2447.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2010045,2022-23,CAASPP,Math,2423.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2010579,2022-23,CAASPP,Math,2580.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2010901,2022-23,CAASPP,Math,2488.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2010913,2022-23,CAASPP,Math,2348.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2010918,2022-23,CAASPP,Math,2486.0,Martin Luther King Middle School,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2010981,2022-23,CAASPP,Math,2349.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2010991,2022-23,CAASPP,Math,2446.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011071,2022-23,CAASPP,Math,2496.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011124,2022-23,CAASPP,Math,2500.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011154,2022-23,CAASPP,Math,2464.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011187,2022-23,CAASPP,Math,2524.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011370,2022-23,CAASPP,Math,2521.0,Martin Luther King Middle School,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011402,2022-23,CAASPP,Math,2326.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011412,2022-23,CAASPP,Math,2481.0,Martin Luther King Middle School,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011482,2022-23,CAASPP,Math,2595.0,Martin Luther King Middle School,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011692,2022-23,CAASPP,Math,2539.0,Martin Luther King Middle School,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011693,2022-23,CAASPP,Math,2412.0,Martin Luther King Middle School,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011708,2022-23,CAASPP,Math,2529.0,Martin Luther King Middle School,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011736,2022-23,CAASPP,Math,2458.0,Martin Luther King Middle School,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011761,2022-23,CAASPP,Math,2325.0,Martin Luther King Middle School,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011777,2022-23,CAASPP,Math,2388.0,Martin Luther King Middle School,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011780,2022-23,CAASPP,Math,2555.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011846,2022-23,CAASPP,Math,2675.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011874,2022-23,CAASPP,Math,2577.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2011876,2022-23,CAASPP,Math,2478.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2012137,2022-23,CAASPP,Math,2235.0,Martin Luther King Middle School,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2012566,2022-23,CAASPP,Math,2497.0,Martin Luther King Middle School,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2012655,2022-23,CAASPP,Math,2522.0,Martin Luther King Middle School,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2012657,2022-23,CAASPP,Math,2555.0,Martin Luther King Middle School,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2012864,2022-23,CAASPP,Math,2594.0,Martin Luther King Middle School,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2013098,2022-23,CAASPP,Math,2582.0,Martin Luther King Middle School,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2013126,2022-23,CAASPP,Math,2401.0,Martin Luther King Middle School,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2013135,2022-23,CAASPP,Math,2456.0,Martin Luther King Middle School,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2013207,2022-23,CAASPP,Math,2447.0,Martin Luther King Middle School,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2013329,2022-23,CAASPP,Math,2343.0,Martin Luther King Middle School,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2013389,2022-23,CAASPP,Math,2483.0,Martin Luther King Middle School,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2013390,2022-23,CAASPP,Math,2395.0,Martin Luther King Middle School,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2013415,2022-23,CAASPP,Math,2485.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2013479,2022-23,CAASPP,Math,2539.0,Martin Luther King Middle School,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2013573,2022-23,CAASPP,Math,2323.0,Martin Luther King Middle School,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2013739,2022-23,CAASPP,Math,2518.0,Martin Luther King Middle School,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2014031,2022-23,CAASPP,Math,2520.0,Martin Luther King Middle School,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2014142,2022-23,CAASPP,Math,2485.0,Martin Luther King Middle School,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2014352,2022-23,CAASPP,Math,2465.0,Martin Luther King Middle School,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2014788,2022-23,CAASPP,Math,2539.0,Martin Luther King Middle School,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2014877,2022-23,CAASPP,Math,2336.0,Martin Luther King Middle School,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2015020,2022-23,CAASPP,Math,2497.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2015040,2022-23,CAASPP,Math,2404.0,Martin Luther King Middle School,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2015042,2022-23,CAASPP,Math,2343.0,Martin Luther King Middle School,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2015058,2022-23,CAASPP,Math,2506.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2015291,2022-23,CAASPP,Math,2333.0,Martin Luther King Middle School,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2015374,2022-23,CAASPP,Math,2429.0,Martin Luther King Middle School,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2015467,2022-23,CAASPP,Math,2560.0,Martin Luther King Middle School,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2015589,2022-23,CAASPP,Math,2443.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2015643,2022-23,CAASPP,Math,2531.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2016392,2022-23,CAASPP,Math,2604.0,Martin Luther King Middle School,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2016575,2022-23,CAASPP,Math,2599.0,Martin Luther King Middle School,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2016832,2022-23,CAASPP,Math,2547.0,Martin Luther King Middle School,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2017248,2022-23,CAASPP,Math,2448.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2012204,2022-23,CAASPP,Math,2546.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2018560,2022-23,CAASPP,Math,2491.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2018672,2022-23,CAASPP,Math,2466.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2018743,2022-23,CAASPP,Math,2439.0,Martin Luther King Middle School,7,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2019710,2022-23,CAASPP,Math,2486.0,Martin Luther King Middle School,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2021091,2022-23,CAASPP,Math,2406.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2021078,2022-23,CAASPP,Math,2482.0,Martin Luther King Middle School,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2021207,2022-23,CAASPP,Math,2473.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2021318,2022-23,CAASPP,Math,2479.0,Martin Luther King Middle School,6,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2022299,2022-23,CAASPP,Math,2482.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
2022618,2022-23,CAASPP,Math,2284.0,Martin Luther King Middle School,8,CAASPP_corrected.xlsx,High,Columns explicitly identify 22-23 CAASPP.
